,ts_code,chairman,manager,secretary,reg_capital,setup_date,province
956,000800.SZ,胡汉杰,朱启昕,王建勋,460966.6212,19970610,吉林
957,000801.SZ,霞晖,霞晖,曹巧云,102280.6646,19911128,四川
958,000906.SZ,袁仁军,张端清,潘洁,67443.6311,19990412,浙江
959,000908.SZ,叶湘武,叶湘武,毕元,87977.4351,19981218,湖南
960,000909.SZ,章国经,丁毅,高晓娟,31235.2464,19990331,浙江
961,000910.SZ,陈建军,,沈龙强,54739.75,19990420,江苏
962,002929.SZ,许文杰,许文杰,罗剑涛,22074.6347,20030103,广西
963,603226.SH,Jürgen Vohringer,刘敦银,孙振伟,21035.016,19950313,上海
964,000693.SZ,张高全,柴雄伟,黄鸿,54349.1923,19901226,四川
965,000695.SZ,张云峰,李勃洋,魏伟,22214.7539,19970429,天津
966,001696.SZ,黄培国,黄培国,李建平,114502.692,19890314,重庆
967,000697.SZ,张政,张政,赵卫军,67161.6059,19930608,陕西
968,000698.SZ,孙泽胜,孙泽胜,周展鹏,81951.4395,19960520,辽宁
969,000802.SZ,宋歌,宋歌,江洋,71590.0255,19971118,北京
970,000803.SZ,匡志伟,谢欣,宋玉飞,19022.5331,19880321,四川
971,000805.SZ,季奕行,季奕行,王耘,17164.8789,19870312,江苏
972,000806.SZ,卢安军,卢安军,苏少玲,109991.1762,19930620,广西
973,000911.SZ,莫菲城,肖凌,滕正朋,32408.0937,19990514,广西
974,000912.SZ,廖廷君,赵永清,王斌,156800.0,19990429,四川
975,000913.SZ,徐志豪,郭东劭,王海斌,45353.6,19990328,浙江
976,000915.SZ,朱效平,姚广平,范智胜,23433.1485,19930626,山东
977,000916.SZ,姜岩飞,李会强,郝继业,109000.0,19990906,北京
978,688011.SH,康为民,康为民,王玉伟,10000.0,20071130,黑龙江
979,300776.SZ,李志刚,李志刚,刘志波,10580.024,20080425,湖北
980,600083.SH,王伟,林泽杭,朱洁,23000.0,19930508,江苏
981,600084.SH,崔明宏,苏斌,侯伟,112372.683,19970707,新疆
982,600085.SH,高振坤,邸淑兵,贾泽涛,137147.0262,19970618,北京
983,600086.SH,张文风,张文风,赵琳迪,135000.0,19930713,湖北
984,600151.SH,张建功,荆怀靖,张建功,143425.2287,19980528,上海
985,600152.SH,何承命,杨东文,薛春林,42092.0087,19930728,浙江
986,600153.SH,郑永达,林茂,江桂芝,283520.053,19980610,福建
987,600155.SH,陶永泽,张小艾,巫兰,173955.6648,19980721,北京
988,600150.SH,张英岱,季峻,陶健,447242.8758,19980512,上海
989,600270.SH,高伟,高伟,王晓征,90548.172,19991011,北京
990,600275.SH,高士庆,樊国红,高士庆,50883.7238,19990427,湖北
991,600276.SH,周云曙,周云曙,刘笑含,530675.0341,19970428,江苏
992,600277.SH,王文彪,王钟涛,侯菁慧,273894.0149,19990127,内蒙古
993,600269.SH,王国强,李诺,付艳,233540.7014,19980331,江西
994,002510.SZ,任伟,任伟,任伟,91308.1097,19961203,天津
995,600156.SH,杨洁,刘少波,段传华,40211.0702,19980519,湖南
996,600157.SH,王广西,窦红平,李军,1242579.5326,19920730,山西
997,600158.SH,王卫东,单铁,许宁宁,91422.4256,20060417,天津
998,600159.SH,马云虎,范学朋,李铁,83000.3232,19980508,北京
999,600160.SH,胡仲明,韩金铭,刘云华,269974.6081,19980617,浙江
1000,600161.SH,付道兴,付道兴,慈翔,125444.0168,19980608,北京
1001,600181.SH,方瑞斌,李畅鸿,王薇佳,34813.6224,19980916,云南
1002,600182.SH,李怀靖,钱倍奋,邬晓芳,34000.0,19930608,黑龙江
1003,600183.SH,刘述峰,陈仁喜,唐芙云,228450.8266,19850627,广东
1004,600185.SH,鲁君四,林强,邹超,206109.143,19990609,广东
1005,600186.SH,王维法,韩安道,罗贤辉,137992.3955,19980702,河南
1006,600187.SH,尹峻,丁宏伟,庄建龙,165393.5128,19981103,黑龙江
1007,600278.SH,朱继东,李捷,陈乃轶,71178.6907,19981118,上海
1008,600279.SH,杨昌学,熊维明,张强,118686.6283,19990108,重庆
1009,600280.SH,祝珺,谈建林,官国宝,114833.4872,19910622,江苏
1010,600281.SH,张旭升,魏洪亮,景红升,51440.2025,19990226,山西
1011,600282.SH,黄一新,祝瑞荣,徐林,614287.0142,19990318,江苏
1012,002709.SZ,徐金富,徐金富,韩恒,54612.9449,20000606,广东
1013,002663.SZ,曾伟雄,曾伟雄,刘昕霞,179589.0452,19950719,广东
1014,603168.SH,鄢标,胡建辉,温玄,32259.2499,20000717,浙江
1015,600162.SH,翟美卿,翟美卿,吴光辉,339578.1424,19940130,广东
1016,600163.SH,张骏,王坊坤,段静静,168930.2988,19980526,福建
1017,600165.SH,高小平,陈瑞,高小平,68488.3775,19980514,宁夏
1018,600166.SH,张夕勇,巩月琼,龚敏,657519.2047,19960828,北京
1019,600167.SH,苏壮强,朱昌一,刘思生,228811.9475,19990125,辽宁
1020,600188.SH,李希勇,刘健,靳庆彬,486000.0,19970925,山东
1021,600189.SH,姜长龙,王尽晖,时军,71687.4877,19980929,吉林
1022,600190.SH,徐健,刘辉,李桂萍,200229.15,19930209,辽宁
1023,600191.SH,宋卫东,赵建忠,李怀庆,48493.2,19981130,内蒙古
1024,600285.SH,熊伟,熊伟,冯国鑫,56780.8992,19990418,河南
1025,600286.SH,刘三明,刘三明,全会燕,81888.0,19930623,湖南
1026,600287.SH,高松,桂生春,李焱,43679.6074,19811021,江苏
1027,600288.SH,鲁勇志,鲁勇志,严宏深,43680.0,19981214,北京
1028,600283.SH,叶建桥,何刚信,叶建桥,35299.5758,19981230,浙江
1029,300775.SZ,严建亚,虢迎光,杨伟杰,49550.0,20020805,陕西
1030,600168.SH,黄思,曹明,李凯,70956.9692,19980417,湖北
1031,600169.SH,韩珍堂,陶家晋,韩珍堂,256395.5,19980706,山西
1032,600170.SH,徐征,卞家骏,李胜,890439.7728,19980615,上海
1033,600171.SH,马玉川,秦毅,周承捷,70412.1614,19880910,上海
1034,600172.SH,庞文龙,陈治强,郭会,144218.4476,19981103,河南
1035,600173.SH,陈嫣妮,王希全,马亚军,70111.8244,19930717,浙江
1036,600192.SH,张志明,郭满元,张启龙,44174.8,19981210,甘肃
1037,600193.SH,翟金水,阙江阳,骆骏骎,42537.3,19960825,上海
1038,600195.SH,王建成,吴冬荀,郭亮,101561.0601,19981225,北京
1039,600196.SH,陈启宇,吴以芳,董晓娴,256289.8545,19950531,上海
1040,600197.SH,陈智,陈双英,君洁,43444.4912,19990527,新疆
1041,600289.SH,袁义祥,曹星,方圆,63105.2069,19950118,黑龙江
1042,600290.SH,陈孟列,张学民,金旭丹,75990.3511,19981231,浙江
1043,600291.SH,郭予丰,郭予丰,苏宏伟,109306.4378,19980414,内蒙古
1044,600292.SH,郑武生,夏刚,凌娟,78081.689,19940630,重庆
1045,600293.SH,许锡忠,张金奎,杨晓凭,116014.5046,19930326,湖北
1046,600296.SH,冯诗伟,李宁,钦义发,54232.6578,19990414,甘肃
1047,601886.SH,刘载望,许兴利,刘飞宇,115405.0,19990204,北京
1048,300497.SZ,包建华,乔晓光,黄晓东,47081.3194,20020320,江西
1049,600175.SH,闻掌华,闻掌华,沈旭涛,357648.8773,19880604,浙江
1050,600176.SH,曹江林,张毓强,李畅,350230.6849,19990416,浙江
1051,600177.SH,李如成,李寒穷,刘新宇,462900.2973,19930625,浙江
1052,600178.SH,陈笠宝,杨宝全,王江华,46208.0,19981008,黑龙江
1053,600179.SH,王经文,王经文,荣兴,148697.9915,19981030,黑龙江
1054,600180.SH,燕刚,李群立,张菊芳,101647.7464,19980625,山东
1055,600198.SH,黄志勤,雷信生,王韶莉,88210.8472,19980921,北京
1056,600199.SH,贾光明,张向阳,金彪,65779.6824,19980723,安徽
1057,600200.SH,钱群英,钱群英,陈佳海,71238.8832,19940628,江苏
1058,600201.SH,张翀宇,张竞,杨钊,112624.0241,19930313,内蒙古
1059,600202.SH,刘铭山,毕海涛,展学峰,38334.0672,19930625,黑龙江
1060,300638.SZ,张天瑜,应凌鹏,陈仕江,24154.6257,19991111,广东
1061,688229.SH,李凯,冯云彪,李新建,4440.0,20080229,北京
1062,002907.SZ,游洪涛,刘小英,游雪丹,40172.4643,19961104,重庆
1063,688393.SH,蔡向挺,蔡向挺,汪友明,9334.0,20050706,广东
1064,601658.SH,张金良,郭新双,杜春野,8697856.22,20070306,北京
1065,600000.SH,郑杨,潘卫东,谢伟,2935213.1712,19921019,上海
1066,601975.SH,张保良,周斌,曾善柱,494211.6343,19930908,江苏
1067,600088.SH,唐世鼎,王钧,贺芳,39770.64,20020531,上海
1068,600089.SH,张新,黄汉杰,焦海华,371431.2789,19930226,新疆
1069,600090.SH,张美华,李青,张美华,143966.2945,19930426,新疆
1070,600203.SH,卞志航,杨韬,吴智飞,45644.712,19990507,福建
1071,600205.SH,刘兴亮,金永静,王国忠,67200.0,19990618,山东
1072,600206.SH,熊柏青,王兴权,杨海,84662.0932,19990312,北京
1073,600207.SH,何毅敏,陈志刚,毛子炜,86295.5974,19980921,河南
1074,600208.SH,林俊波,赵伟卿,虞迪锋,859934.3536,19930223,浙江
1075,600002.SH,张瑞生,王浩水,李风安,195000.0,19980318,山东
1076,600003.SH,孙熠嵩,韩增义,戴琦,121320.0,19990721,吉林
1077,600005.SH,马国强,邹继新,李海涛,1009377.9823,19971107,湖北
1078,600006.SH,赵书良,李军智,张斌,200000.0,19990721,湖北
1079,600001.SH,李贵阳,张延卿,陈占军,281645.6569,19980120,河北
1080,600007.SH,林明志,吴相仁,王京京,100728.2534,19971015,北京
1081,600008.SH,刘永政,杨斌,邵丽,734059.0677,19990831,北京
1082,600091.SH,李国春,李国春,关明,43741.2524,19970626,内蒙古
1083,600092.SH,焦平,,葛熙富,26119.62,19920928,陕西
1084,600093.SH,阚友钢,吴江,薛鹏,112244.75,19970623,四川
1085,600094.SH,俞锦,俞锦,张燕琦,247532.5057,19960718,上海
1086,600095.SH,史建明,蒋军,黄海伦,268199.0294,19940325,黑龙江
1087,600096.SH,段文瀚,崔周全,钟德红,142591.6538,19970702,云南
1088,600209.SH,高松,余前,林丽娟,43901.1169,19930506,海南
1089,600210.SH,沈雯,郭峰,高军,151673.6158,19881123,上海
1090,600211.SH,陈达彬,郭远东,刘岚,24793.7843,19990714,西藏
1091,600212.SH,赵彤宇,翟宝星,张谦,51169.7213,19921214,山东
1092,600213.SH,李树朋,吴永松,盛卫宁,22000.0,19980928,江苏
1093,600215.SH,吴锦华,倪伟勇,潘笑盈,46503.288,19930626,吉林
1094,600962.SH,李俊喜,张继明,金晶,26221.0,19910918,北京
1095,600143.SH,袁志敏,李南京,宁凯军,257362.2343,19930526,广东
1096,603527.SH,封全虎,陶俊兵,奚海波,24382.4,20050406,安徽
1097,600009.SH,胡稚鸿,胡稚鸿,黄晔,192695.8448,19980211,上海
1098,600010.SH,李德刚,李晓,白宝生,4558503.2648,19990629,内蒙古
1099,600011.SH,赵克宇,赵平,黄朝全,1569809.3359,19940630,北京
1100,600016.SH,高迎欣,郑万春,白丹,4378241.8502,19960207,北京
1101,600097.SH,谢峰,吴昔磊,汪涛,24093.6559,19931011,上海
1102,600098.SH,伍竹林,吴旭,吴宏,272619.6558,19921113,广东
1103,600099.SH,孙峰,常康忠,李鹏鹏,21912.0,19970628,江苏
1104,600100.SH,黄敏刚,胡军,张健,296389.8951,19970625,北京
1105,600101.SH,王更生,向道泉,雷斌,42143.267,19880429,四川
1106,600216.SH,李春波,吕春雷,叶伟东,96512.8,19970516,浙江
1107,600217.SH,管爱国,李涛,朱连升,138865.9782,19961106,陕西
1108,600218.SH,谢力,徐玉良,徐明余,36875.5,19981124,安徽
1109,600219.SH,程仁策,吕正风,隋冠男,1195048.152,19930318,山东
1110,600220.SH,陈丽芬,陈丽芬,赵静,178334.0326,19940218,江苏
1111,601778.SH,李仙德,金锐,刘斯铭,276550.1922,20110728,江西
1112,600022.SH,王向东,吕铭,金立山,1094654.9616,20001229,山东
1113,688559.SH,赵盛宇,赵盛宇,高菁,20000.0,20080403,广东
1114,600019.SH,邹继新,,王娟,2227128.8125,20000203,上海
1115,600028.SH,张玉卓,马永生,黄文生,12107120.9646,20000225,北京
1116,600033.SH,陈岳峰,程辛钱,何高文,274440.0,19990628,福建
1117,600036.SH,缪建民,田惠宇,刘建军,2521984.5601,19870331,广东
1118,600102.SH,陈启祥,罗登武,闵宪金,92227.3092,19970822,山东
1119,600103.SH,张小强,林小河,潘其星,230581.7807,19930401,福建
1120,600104.SH,陈虹,王晓秋,陈晓东,1168346.1365,19840416,上海
1121,600105.SH,莫思铭,莫思铭,张国栋,123838.2142,19940630,江苏
1122,600106.SH,江津,谷安东,张漫,132902.5062,19970613,重庆
1123,600221.SH,刘位精,马志敏,李晓峰,1680612.033,19951229,海南
1124,600222.SH,李景亮,罗剑超,冯海燕,57388.6283,19980831,河南
1125,600223.SH,赵衍峰,张全立,李璐,100096.8,19930421,山东
1126,600225.SH,阎鹏,刘新林,詹鹏飞,93549.2615,20011221,天津
1127,600981.SH,陈述,陈述,陆备,224243.3192,19921013,江苏
1128,688388.SH,廖平元,廖平元,叶敬敏,23087.6,20010929,广东
1129,688396.SH,陈南翔,,吴国屹,121592.5195,20030128,
1130,600037.SH,郭章鹏,卢东涛,韩霁凯,139177.7884,19990929,北京
1131,600038.SH,王学军,甘立伟,刘秉钧,58947.6716,19990730,黑龙江
1132,600051.SH,李水荣,王维和,董庆慈,31088.0,19940331,浙江
1133,600052.SH,张霞,张霞,包宇芬,84419.4741,19930713,浙江
1134,600107.SH,陈京南,陈京南,褚圆圆,36000.0,19931231,湖北
1135,600108.SH,李克恕,牛济军,王杰,194691.5121,19951206,甘肃
1136,600109.SH,冉云,金鹏,周洪刚,302435.931,19961220,四川
1137,600110.SH,陈立志,许松青,李鹏程,115031.2097,19890823,吉林
1138,600111.SH,赵殿清,李金玲,余英武,363306.6,19970912,内蒙古
1139,600226.SH,朱礼静,朱礼静,王旭光,312901.2583,19990511,浙江
1140,600227.SH,丁林洪,丁林洪,先正红,169313.4201,19980828,贵州
1141,600228.SH,卢岐,李季,陈明,24132.0,19990115,江西
1142,600229.SH,王为达,杨延亮,李楷,70209.601,19940614,山东
1143,600230.SH,谢华生,刘增,刘晓婧,41186.3502,19980924,河北
1144,300617.SZ,陈晓晖,陈晓凌,张冬云,12934.3605,20040520,江苏
1145,600982.SH,马奕飞,诸南虎,夏雪玲,111776.8211,19950823,浙江
1146,600053.SH,古志鹏,古志鹏,易凌杰,43354.08,19970414,江西
1147,600054.SH,章德辉,陶平,丁维,72937.944,19961118,安徽
1148,600055.SH,谢宇峰,燕霞,任志林,54081.6199,19970512,北京
1149,600056.SH,高渝文,王宏新,刘清源,106848.5534,19970508,北京
1150,600057.SH,张水利,邓启东,廖杰,215745.4085,19970523,福建
1151,600112.SH,高健,高健,戚莉丽,50920.4846,19971113,贵州
1152,600113.SH,杨作军,杨澄宇,谢小磊,41143.116,19971006,浙江
1153,600115.SH,刘绍勇,李养民,汪健,1637950.9203,19950414,上海
1154,600116.SH,叶建桥,周泽勇,车亚平,191214.2904,19940428,重庆
1155,600117.SH,尹良求,张伯影,熊俊,104511.8252,19971008,青海
1156,600231.SH,文广,马育民,王宝杰,277108.2743,19940504,辽宁
1157,600232.SH,傅国定,潘明忠,韩钧,36471.8544,19940923,浙江
1158,600233.SH,喻会蛟,潘水苗,张龙武,315983.0675,19921222,辽宁
1159,600234.SH,徐啟瑞,徐啟瑞,戴蓉,20244.588,19930331,山西
1160,600235.SH,曹继华,曹继华,姚名欢,35130.0,19981112,浙江
1161,600236.SH,刘广迎,李凯,吴育双,788237.7802,19920904,广西
1162,300674.SZ,洪卫东,洪卫东,戴士平,41198.92,20061019,北京
1163,600984.SH,杨宏军,李长安,白海红,96695.6865,20011208,陕西
1164,688599.SH,高纪凡,高纪凡,吴群,206802.6375,19971226,江苏
1165,002181.SZ,张强,张强,朱萝伊,116105.8174,19921228,广东
1166,600058.SH,朱海涛,魏涛,王宏利,107191.0711,19970521,北京
1167,600059.SH,孙爱保,徐东良,吴晓钧,80852.4165,19970508,浙江
1168,600060.SH,程开训,于芝涛,夏峰,130848.1222,19970417,山东
1169,600061.SH,叶柏寿,李樱,李樱,422712.9727,19970513,上海
1170,600062.SH,于顺廷,于顺廷,范彦喜,104323.771,19970516,北京
1171,600118.SH,张洪太,葛玉君,万银娟,118248.9135,19970821,北京
1172,600119.SH,鲁国锋,李乐,俞泓,30740.0,19971128,上海
1173,600120.SH,金朝萍,徐晓东,何欣,222794.0862,19941026,浙江
1174,600121.SH,于泽阳,张海洋,陈晓燕,121841.2038,19971113,河南
1175,600122.SH,廖帆,廖帆,许娜,115825.835,19980417,江苏
1176,600237.SH,童爱军,鲍俊华,徐文焕,56436.9565,19960808,安徽
1177,600238.SH,冯彪,冯彪,杨鹏,44820.0,19920303,海南
1178,600239.SH,李家龙,杜胜,李映红,160568.6909,19970421,云南
1179,600240.SH,余威,钟欣,刘奕莹,142425.36,19981009,北京
1180,600241.SH,杨晓华,赵振宇,庄绍英,29430.2115,19990329,辽宁
1181,600242.SH,厉群南,,厉群南,45666.5122,19930603,广东
1182,002976.SZ,陈晓敏,陈晓敏,方友平,10000.0,20120322,江苏
1183,603303.SH,倪强,杜国红,沈贡献,48771.5366,19961230,浙江
1184,600063.SH,吴福胜,孙先武,吴尚义,192589.4692,19970523,安徽
1185,600064.SH,徐益民,陆阳俊,谢建晖,123595.6888,19920708,江苏
1186,600065.SH,王庆明,王庆明,吴硕,64800.9397,19931220,黑龙江
1187,600066.SH,汤玉祥,汤玉祥,于莉,221393.9223,19970108,河南
1188,600067.SH,韩孝煌,韩孝捷,余坦锋,149211.0725,19880403,福建
1189,600123.SH,李晓明,李晓明,苗伟,114240.0,19981208,山西
1190,600125.SH,辛明,辛明,畅晓东,130552.1874,19930216,辽宁
1191,600126.SH,吴东明,牟晨晖,吴继华,337718.9083,19980225,浙江
1192,600127.SH,全臻,陈伟,陈绍红,64178.3218,19980427,湖南
1193,600128.SH,马宏伟,姜琳,姜琳,24676.75,19940630,江苏
1194,600243.SH,于世光,于世光,李祥军,43885.0,19980818,青海
1195,600246.SH,王忆会,张家静,匡娜,205400.9302,19981230,北京
1196,600247.SH,方项,申方文,赖淑婷,33644.16,19811226,吉林
1197,600248.SH,莫勇,康宇麟,刘洋,91795.2672,19981130,陕西
1198,600250.SH,徐德健,丁益兵,张金源,31059.3879,19920630,江苏
1199,688157.SH,凌云剑,凌云剑,伍俊芸,7960.0,20090320,湖南
1200,603595.SH,沈晓宇,沈晓宇,罗斌斌,21292.5243,20080125,浙江
1201,600068.SH,陈晓华,宋领,鲁中年,460477.7412,19970521,湖北
1202,600069.SH,孟飞,,孟灵魁,162383.3844,19970113,河南
1203,600070.SH,赵林中,傅国柱,张玉兰,52194.6118,19940519,浙江
1204,600071.SH,陈宗年,刘翔,谢会超,28157.3889,19970523,江西
1205,600072.SH,周辉,周辉,黄来和,73624.9883,19970528,上海
1206,600129.SH,李阳春,袁永红,蒋茜,55689.0744,19791126,重庆
1207,600130.SH,徐立华,张樟铉,马思甜,76800.0,19950727,浙江
1208,600131.SH,杨树,倪平波,肖劲松,119539.4544,19970105,四川
1209,600132.SH,Roland Arthur Lawrence,陈松,邓炜,48397.1198,19931220,重庆
1210,600133.SH,杨涛,王玮,段静,79546.9152,19930319,湖北
1211,600253.SH,年大明,李富志,刘宁宇,42000.0,19990504,河南
1212,600255.SH,宋志刚,,张龙,176959.3555,19980928,安徽
1213,600256.SH,吴晓勇,林发现,倪娟,679359.097,19990410,新疆
1214,600257.SH,罗订坤,罗订坤,张园美,48123.7188,19990118,湖南
1215,600252.SH,焦明,蒋神州,李文,347510.7147,19930728,广西
1216,603063.SH,韩玉,韩玉,刘济洲,43058.0,20070420,广东
1217,300737.SZ,陈伟忠,方勇,毕双喜,60869.66,19961010,广东
1218,600073.SH,吴坚,,何茹,93772.9472,19970627,上海
1219,600074.SH,丁立红,蒋建平,丁立红,243788.6049,19970618,江苏
1220,600075.SH,宋晓玲,关刚,李刚,135972.7738,19970609,新疆
1221,600076.SH,邵建东,郭志先,牟儆,103426.4129,19930901,山东
1222,600077.SH,俞建午,俞建午,郑羲亮,134012.2326,19990322,浙江
1223,600135.SH,王洪泽,路建波,张永光,55330.7099,19980116,河北
1224,600136.SH,易仁涛,闫爱华,高维,58461.8623,19921031,湖北
1225,600137.SH,翁荣弟,翁荣弟,马中明,9721.7588,19961226,四川
1226,600138.SH,康国明,邱文鹤,范思远,72384.0,19971125,北京
1227,600139.SH,石学松,孙小松,王娜,66189.0508,19971202,四川
1228,600258.SH,白凡,孙坚,段中鹏,98822.2962,19990212,北京
1229,600259.SH,吴泽林,刘聪,吴泽林,30180.2291,19930618,海南
1230,600260.SH,朱弟雄,朱俊霖,韩平,100071.5029,19930228,湖北
1231,600261.SH,陈卫,官勇,赵芳华,145210.293,19970716,浙江
1232,600262.SH,李军,邬青峰,常德明,17000.0,19880426,内蒙古
1233,601609.SH,楼国强,楼城,丁星驰,145696.9,19920620,浙江
1234,002825.SZ,游爱国,马继戟,游爱军,14694.1044,20051109,上海
1235,600078.SH,江永康,王国忠,韦莉,66257.2861,19940628,江苏
1236,600079.SH,李杰,邓霞飞,李前伦,135370.4302,19930330,湖北
1237,600080.SH,张朝阳,韩卓军,孙明,37327.0285,19960214,陕西
1238,600081.SH,陈兴林,江川,天涯,31356.0,19980429,上海
1239,600082.SH,任宇,任宇,李刚,64611.5826,19930105,天津
1240,600141.SH,李国璋,舒龙,鲍伯颖,103139.2663,19940817,湖北
1241,600145.SH,卡司木江.吾斯曼,卡司木江.吾斯曼,,149110.038,19980928,新疆
1242,600146.SH,钱安,朱方明,陈海燕,46997.0,19990629,宁夏
1243,600148.SH,高汝森,孟庆洪,周勇,14151.645,19980507,吉林
1244,600149.SH,王大为,曹玫,张春岭,38016.0,19930817,河北
1245,600263.SH,毛志远,杨思民,郑凯,40813.301,19990318,北京
1246,600265.SH,程霄,程霄,程霄,12980.0,19990309,云南
1247,600266.SH,陈代华,储昭武,张财广,225653.76,19981230,北京
1248,600267.SH,蒋国平,李琰,沈锡飞,96553.1842,19980211,浙江
1249,600268.SH,王凤蛟,经海林,解宏松,69526.5184,19990922,江苏
1250,603351.SH,吴仁荣,吴仁荣,唐群松,13066.6732,20000218,江苏
1251,688580.SH,王志愚,王志愚,钟益群,6834.6667,20010110,江苏
1252,300725.SZ,杨民民,董海军,吴娟娟,14518.1501,20061226,江苏
1253,601199.SH,华锋,华锋,宋立人,93521.0292,20030715,江苏
1254,002849.SZ,黄文谦,黄华兵,张妍,13244.905,20050829,浙江
1255,300686.SZ,刘炜,刘炜,方吉鑫,20442.48,20040726,广东
1256,002441.SZ,吴开贤,吴森杰,张海娜,54460.2079,20000414,广东
1257,300061.SZ,刘涛,刘涛,戴勇斌,67593.5969,19961205,上海
1258,688139.SH,刘占杰,刘占杰,黄艳莉,31707.1758,20051028,山东
1259,300235.SZ,黄元忠,张文凯,李枫,16783.109,19930219,广东
1260,002359.SZ,陈岩,陈岩,孙畅,108719.176,20020930,广东
1261,300030.SZ,邓冠华,邓冠华,倪桂英,30879.5815,19960819,广东
1262,300247.SZ,邢芬玲,邢芬玲,梁俊,80404.0313,19950421,安徽
1263,601801.SH,吴文胜,张克文,吴文胜,198920.4737,19900329,安徽
1264,600968.SH,朱磊,李新仲,黄振鹰,1016510.4199,20050222,北京
1265,603786.SH,柯桂华,柯桂华,裴振东,40010.0,20030912,上海
1266,603301.SH,鲁建国,鲁建国,季宝海,19886.4433,19940818,浙江
1267,300771.SZ,干德义,干德义,陈才玉,16000.0,19991105,广东
1268,688180.SH,熊俊,李宁,陈英格,87127.65,20121227,上海
1269,300084.SZ,窦剑文,窦剑文,和晓登,38476.5738,20001218,甘肃
1270,002444.SZ,仇建平,仇建平,周思远,107524.77,20010809,浙江
1271,002492.SZ,王青运,张辛聿,朱海花,40500.0,20001107,广东
1272,002445.SZ,陈飞,王新立,孟黎,138939.0631,20030528,江苏
1273,002328.SZ,宋琳,郑伟强,李文君,76177.0,19971030,上海
1274,002311.SZ,薛华,薛华,黄志健,159860.2268,20040108,广东
1275,300017.SZ,刘成彦,洪珂,周丽萍,245301.2204,20000126,上海
1276,300071.SZ,陈曦,陈曦,朱文杰,67138.642,20030123,北京
1277,002688.SZ,王东晓,谢昌贤,邓一新,63528.9655,19900314,内蒙古
1278,300049.SZ,王冠一,林欣,孙秀珍,26305.31,20011226,内蒙古
1279,300083.SZ,蔡万峰,蔡万峰,黄博,142858.0868,20030411,广东
1280,300063.SZ,冯毅,冯毅,王晶,75020.195,20010102,广东
1281,300898.SZ,李作恭,李锡安,徐笑宇,12400.0,19960103,浙江
1282,688037.SH,宗润福,宗润福,李风莉,8400.0,20021217,辽宁
1283,601766.SH,刘化龙,孙永才,谢纪龙,2869886.4088,20071228,北京
1284,603199.SH,舒畅,高政权,张先进,11068.0,20001227,安徽
1285,300233.SZ,赵叶青,张学波,朱晓刚,39154.9838,20040112,山东
1286,601989.SH,王良,,管红,2280203.5324,20080318,北京
1287,300025.SZ,朱定楷,朱定楷,张艳,42853.0562,20030605,浙江
1288,002370.SZ,陈尧根,陈尧根,沈依伊,53653.3762,20011231,浙江
1289,300062.SZ,陈添旭,CHEN MANHONG,于春江,30800.0,20021202,福建
1290,300101.SZ,莫晓宇,谢俊,陈思莉,55734.0,20030612,四川
1291,300755.SZ,彭宇清,彭宇清,张儒平,41679.84,20050526,云南
1292,300637.SZ,樊彬,李耀土,樊相东,23475.013,20021224,浙江
1293,603790.SH,谢兵,谢兵,成玉清,19136.0,19990811,上海
1294,300465.SZ,于伟,程军,高源,44676.2257,20030411,北京
1295,605178.SH,宫殿海,宫殿海,邢向丰,7089.4,20040220,北京
1296,002323.SZ,唐继勇,唐继勇,尤鸿志,74572.9656,20021021,山东
1297,601200.SH,颜晓斐,高炜,颜晓斐,112185.8543,20040628,上海
1298,002344.SZ,张月明,张月明,杨克琪,128274.5046,19990225,浙江
1299,002314.SZ,田俊彦,王世云,蒋俊雅,270778.2513,20010430,广东
1300,002293.SZ,薛嘉琛,薛嘉琛,薛霞,82812.7881,20020523,江苏
1301,002326.SZ,王莺妹,何匡,张江山,87656.6295,19991011,浙江
1302,605128.SH,周建清,周建清,秦艳芳,8000.0,19990419,上海
1303,300809.SZ,曹宇中,许少军,徐彩英,15692.0,20070904,江苏
1304,002933.SZ,戴岳,张建迪,李伟峰,11735.0,19970616,北京
1305,300040.SZ,李寅,赵晓红,李斌,34309.5416,19970808,黑龙江
1306,605003.SH,杨林山,杨林山,杨颖凡,8800.0,19941018,浙江
1307,002294.SZ,叶澄海,叶宇翔(Kevin Sing Ye),杨健锋,104601.6,19981103,广东
1308,002286.SZ,邓淑芬,吴怀祥,李霞,36925.6,19971016,山东
1309,002287.SZ,雷菊芳,刘凯列,冯平,53022.0979,20071009,西藏
1310,002289.SZ,周璐,周璐,胡九成,28025.3733,20040102,广东
1311,002297.SZ,贺柳,吴厚平,曾光辉,47131.5045,19940812,湖南
1312,300872.SZ,欧阳建平,欧阳建平,张庆勋,22468.203,20030709,西藏
1313,688033.SH,吴佩芳,吴佩芳,杨铠璘,44873.7188,20091103,北京
1314,603078.SH,殷福华,殷福华,汪洋,14196.0,20010817,江苏
1315,300857.SZ,耿四化,潘文俊,甘杏,20655.7782,20051118,广东
1316,601579.SH,虞伟强,傅祖康,金雪泉,49736.0,19931018,浙江
1317,002290.SZ,梁旭,郭宏斌,王文其,24271.233,20021115,江苏
1318,002461.SZ,王志斌,黄文胜,李宽宽,221332.848,20021225,广东
1319,002599.SZ,栗延秋,栗延秋,孙通通,54791.9805,20001130,北京
